,assoc_req_count,assoc_succ_count,auths_count,deauth1_count,deauth2_count,deauth3_count,deauth_total,assoc_succ + auth
f8:6f:c1:24:52:0d,139.0,139.0,140.0,125.0,139.0,0.0,264.0,279.0
b4:5d:50:13:2a:70,86.0,86.0,86.0,74.0,65.0,14.0,153.0,172.0
b4:5d:50:13:72:b1,409.0,408.0,409.0,378.0,353.0,15.0,746.0,817.0
ac:a3:1e:54:16:d0,116.0,116.0,118.0,99.0,99.0,23.0,221.0,234.0
ac:a3:1e:5a:ac:b1,13.0,13.0,14.0,3.0,2.0,1.0,6.0,27.0
5a:16:d7:a8:c7:0a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:1f:74,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
70:3a:0e:52:da:80,3.0,3.0,3.0,3.0,3.0,1.0,7.0,6.0
62:45:b6:6f:35:82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2:a8:15:10:87:fc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:9a:d0:bb:d8:7d,19.0,19.0,20.0,19.0,14.0,4.0,37.0,39.0
00:26:b4:bd:e5:e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ee:7a:60:d9:49:e1,16.0,16.0,17.0,13.0,13.0,1.0,27.0,33.0
ac:a3:1e:5a:72:60,4.0,4.0,4.0,4.0,4.0,1.0,9.0,8.0
3c:2e:f9:55:b1:53,13.0,13.0,17.0,10.0,7.0,5.0,22.0,30.0
00:0e:8e:3f:7d:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2:95:67:6e:29:7c,24.0,24.0,24.0,23.0,23.0,1.0,47.0,48.0
36:a3:09:09:a2:09,161.0,161.0,169.0,153.0,112.0,14.0,279.0,330.0
94:bf:2d:85:ce:b7,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
cc:21:19:37:e4:f4,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
d2:83:06:3e:02:f8,8.0,8.0,8.0,7.0,3.0,3.0,13.0,16.0
d6:9c:fb:26:29:e1,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
c6:91:20:ab:27:a8,153.0,153.0,159.0,129.0,143.0,4.0,276.0,312.0
08:11:cc:40:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:67:16:04:eb:bf,42.0,42.0,43.0,35.0,30.0,3.0,68.0,85.0
e0:33:8e:bc:3d:df,38.0,38.0,38.0,38.0,36.0,1.0,75.0,76.0
3e:62:0c:89:03:ce,158.0,158.0,161.0,147.0,138.0,2.0,287.0,319.0
00:30:44:24:07:80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:9c:4a:b6:2a:29,10.0,10.0,11.0,8.0,8.0,3.0,19.0,21.0
ac:a3:1e:5a:ba:70,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
ac:a3:1e:5a:5f:10,84.0,84.0,85.0,74.0,78.0,5.0,157.0,169.0
34:ab:37:75:62:92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:e5:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:67:91,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
0c:90:c3:82:b5:b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae:71:d7:c6:ca:e2,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0
40:e3:d6:54:c2:40,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
60:83:73:30:e6:0a,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
ac:a3:1e:54:11:80,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0
02:00:00:00:7f:0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:84:e6:9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:0a:f5:cf:8b:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:f1:da:ee:bf:66,282.0,282.0,293.0,264.0,220.0,21.0,505.0,575.0
9e:d6:b5:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72:c4:64:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:00:00:6a:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:e9:90,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
ac:a3:1e:59:c3:d0,85.0,85.0,113.0,50.0,48.0,5.0,103.0,198.0
32:1f:04:20:d7:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:54:af:4d:06:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:82:5d:60:8e:bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:07:e1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
c4:49:bb:4f:95:1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44:4a:db:94:c2:e1,86.0,86.0,88.0,79.0,66.0,3.0,148.0,174.0
00:54:af:6d:d4:d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
de:ef:ca:eb:19:6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:82:5d:1b:ac:e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5c:02:c0,14.0,14.0,15.0,12.0,10.0,1.0,23.0,29.0
90:4c:81:8e:ac:20,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
ac:a3:1e:58:8a:91,19.0,19.0,21.0,15.0,15.0,0.0,30.0,40.0
38:17:c3:82:78:d0,9.0,9.0,9.0,9.0,9.0,0.0,18.0,18.0
18:64:72:7f:99:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc:18:3c:ba:14:ef,3.0,3.0,3.0,2.0,0.0,2.0,4.0,6.0
70:3a:0e:52:f1:f0,59.0,59.0,59.0,48.0,57.0,0.0,105.0,118.0
38:17:c3:89:bb:b0,34.0,34.0,35.0,34.0,27.0,7.0,68.0,69.0
b4:5d:50:13:32:d3,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0
48:4a:e9:d5:c3:32,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
4c:5e:0c:d1:b9:8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:1d:2e:71,268.0,268.0,291.0,241.0,210.0,14.0,465.0,559.0
08:10:94:86:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:e2:71,34.0,34.0,38.0,36.0,35.0,2.0,73.0,72.0
34:8f:27:a5:e1:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:4e:35:cc:ab:21,36.0,36.0,56.0,44.0,40.0,9.0,93.0,92.0
fa:8f:ca:8c:6b:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:c0:79:8d:b6:79,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
68:ab:1e:31:63:82,19.0,19.0,20.0,11.0,14.0,2.0,27.0,39.0
90:61:ae:1d:00:6a,54.0,54.0,56.0,50.0,49.0,4.0,103.0,110.0
f6:38:fd:a4:b3:64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:17:21,46.0,46.0,48.0,45.0,39.0,1.0,85.0,94.0
AC:48:4a:e9:d5:b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:aa:e0,18.0,18.0,21.0,14.0,13.0,5.0,32.0,39.0
b4:5d:50:17:fc:40,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
8e:20:05:7a:4e:44,56.0,56.0,57.0,53.0,41.0,6.0,100.0,113.0
cc:2d:e0:0f:76:d7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c:1b:b5:82:f3:70,5.0,5.0,5.0,5.0,4.0,1.0,10.0,10.0
52:00:2a:01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:ee:fb:be:15:05,59.0,59.0,64.0,60.0,53.0,9.0,122.0,123.0
90:4c:81:93:30:90,37.0,37.0,37.0,37.0,37.0,3.0,77.0,74.0
98:18:88:fb:8f:98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:23:50,52.0,52.0,53.0,45.0,40.0,2.0,87.0,105.0
44:e6:6e:b8:05:88,3.0,3.0,3.0,2.0,2.0,1.0,5.0,6.0
78:61:7c:22:cc:86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:b5:90,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
90:4c:81:8b:d9:11,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
5e:0c:1c:f3:87:50,20.0,20.0,25.0,17.0,21.0,1.0,39.0,45.0
08:10:33:9d:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:86:d0,50.0,50.0,50.0,47.0,42.0,11.0,100.0,100.0
7e:c6:3b:c4:0a:f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c:85:90:70:1a:2c,21.0,21.0,21.0,16.0,14.0,3.0,33.0,42.0
ac:a3:1e:58:a7:10,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
94:a3:ca:06:55:f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34:41:5d:0a:b5:a9,7.0,7.0,7.0,0.0,7.0,0.0,7.0,14.0
90:4c:81:93:1a:40,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
00:54:af:6b:08:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fe:ba:45:1e:57:41,67.0,67.0,71.0,62.0,56.0,3.0,121.0,138.0
d4:53:83:82:6c:ed,69.0,69.0,74.0,70.0,58.0,26.0,154.0,143.0
90:4c:81:8c:16:91,5.0,5.0,6.0,5.0,5.0,0.0,10.0,11.0
3a:fa:d7:00:8a:be,15.0,15.0,20.0,18.0,11.0,5.0,34.0,35.0
ac:a3:1e:5a:1f:01,6.0,6.0,6.0,6.0,5.0,0.0,11.0,12.0
70:3a:0e:51:74:a1,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
00:db:70:bb:f8:16,60.0,60.0,60.0,60.0,52.0,1.0,113.0,120.0
00:4e:35:cc:9e:31,4.0,4.0,4.0,4.0,3.0,1.0,8.0,8.0
10:30:25:b2:9f:52,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
9c:8c:d8:72:b2:a0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,6.0
d4:4d:a4:fb:9f:bf,26.0,26.0,29.0,27.0,21.0,2.0,50.0,55.0
e6:f0:06:7e:a3:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:5d:f1,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
00:0a:f5:01:74:9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:99:90,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
f4:db:e3:8e:94:a2,19.0,19.0,19.0,12.0,15.0,4.0,31.0,38.0
d4:61:9d:1d:54:6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:ad:40,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0
08:11:18:8a:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:82:30,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
40:e3:d6:54:e3:d0,40.0,40.0,43.0,41.0,40.0,7.0,88.0,83.0
c4:49:bb:0f:2c:c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:ca:33:54:12:d8,100.0,100.0,100.0,74.0,92.0,2.0,168.0,200.0
c6:7f:5a:21:f1:d5,56.0,56.0,62.0,58.0,45.0,8.0,111.0,118.0
33:33:ff:b1:2e:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a:91:b9:f8:5e:b7,26.0,26.0,28.0,22.0,21.0,2.0,45.0,54.0
be:75:36:62:d6:5e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:04:01:58:95:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:9d:6b:2b:a8:b8,77.0,77.0,77.0,77.0,70.0,1.0,148.0,154.0
70:e7:22:00:1f:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:0b:86:01:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:93:15:01,97.0,97.0,106.0,83.0,63.0,23.0,169.0,203.0
ac:a3:1e:5a:ad:a1,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
f8:2d:7c:17:2c:9a,196.0,196.0,197.0,155.0,61.0,92.0,308.0,393.0
08:10:b7:f0:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:d8:90,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
e2:fe:6d:30:e3:aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:4e:35:cd:09:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:1a:dd:09:89:e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aa:b1:b3:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:3a:72:46:c3:a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:18:98:fb:a5:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c2:0b:ed:3a:f0:67,129.0,129.0,132.0,128.0,122.0,2.0,252.0,261.0
40:e3:d6:52:37:30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
70:3a:0e:53:09:40,8.0,8.0,8.0,6.0,6.0,1.0,13.0,16.0
f0:ab:54:0e:76:be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:81:2a:40:d5:45,3.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0
54:62:e2:ed:91:14,3.0,3.0,3.0,2.0,2.0,1.0,5.0,6.0
ac:a3:1e:54:42:a1,18.0,18.0,18.0,17.0,15.0,0.0,32.0,36.0
48:4a:e9:d6:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58:f3:9c:f1:97:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:ba:70,16.0,16.0,16.0,15.0,13.0,0.0,28.0,32.0
f0:ab:54:73:ed:7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:ea:56:1b:d5:87,6.0,6.0,9.0,5.0,2.0,2.0,9.0,15.0
8a:d6:f4:9f:f0:ed,5.0,5.0,5.0,5.0,4.0,1.0,10.0,10.0
ac:a3:1e:5a:75:60,9.0,9.0,9.0,4.0,2.0,2.0,8.0,18.0
d4:4d:a4:68:bc:73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:b5:b1,39.0,39.0,39.0,39.0,39.0,0.0,78.0,78.0
9a:18:98:fb:70:8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:71:90:9b:5a:64,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
ac:a3:1e:5a:2d:b0,195.0,195.0,195.0,195.0,194.0,0.0,389.0,390.0
ac:a3:1e:58:44:a1,3.0,3.0,2.0,2.0,2.0,0.0,4.0,5.0
78:61:7c:5c:78:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0:5c:da:d3:4d:a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:40:e3:d6:24:64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74:84:c3:84:30:72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6:dc:a2:a7:de:f2,143.0,143.0,153.0,139.0,48.0,8.0,195.0,296.0
14:7d:da:65:68:48,25.0,25.0,26.0,25.0,20.0,0.0,45.0,51.0
90:4c:81:8e:ed:f0,9.0,9.0,9.0,7.0,9.0,0.0,16.0,18.0
70:3a:0e:52:e5:f0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
9a:72:6a:57:6d:2a,61.0,61.0,61.0,56.0,53.0,3.0,112.0,122.0
dc:08:0f:4b:20:6c,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
7c:b7:d9:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:84:95:51,10.0,10.0,10.0,10.0,10.0,0.0,20.0,20.0
50:bc:96:76:9f:8d,602.0,602.0,617.0,153.0,128.0,56.0,337.0,1219.0
ce:39:32:29:8e:5f,15.0,15.0,16.0,14.0,12.0,2.0,28.0,31.0
ac:a3:1e:5a:57:81,93.0,93.0,117.0,91.0,88.0,6.0,185.0,210.0
b2:b2:c3:82:d7:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0:c5:f3:1d:80:7c,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0
33:33:ff:b6:7f:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34:10:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62:2f:21:bf:e4:2a,193.0,193.0,202.0,197.0,191.0,10.0,398.0,395.0
9c:8c:d8:72:8d:a0,132.0,132.0,133.0,108.0,125.0,0.0,233.0,265.0
54:8d:5a:82:ff:96,15.0,15.0,15.0,7.0,14.0,1.0,22.0,30.0
00:00:00:00:dd:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:6e:70,25.0,25.0,26.0,24.0,20.0,5.0,49.0,51.0
90:4c:81:8f:0c:71,36.0,36.0,37.0,36.0,34.0,2.0,72.0,73.0
b0:35:b5:6b:ca:1b,40.0,40.0,41.0,30.0,26.0,4.0,60.0,81.0
c0:5e:5d:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e2:cb:49:c3:2c:d8,49.0,49.0,49.0,45.0,43.0,1.0,89.0,98.0
ac:a3:1e:5b:91:e1,25.0,25.0,28.0,26.0,25.0,1.0,52.0,53.0
00:00:c3:84:8b:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:15:91,11.0,11.0,11.0,10.0,9.0,1.0,20.0,22.0
c8:58:d8:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:30:66:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e:07:20:59:be:cf,38.0,38.0,38.0,38.0,35.0,3.0,76.0,76.0
30:c3:d9:fa:a4:5e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca:ed:cc:02:af:9f,111.0,111.0,112.0,111.0,108.0,2.0,221.0,223.0
38:17:c3:82:c7:62,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
46:05:73:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8:fb:e9:3f:df:f2,2.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0
18:7e:b9:13:99:67,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
33:33:ff:2d:34:f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:4f:ab:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:7e:68:8c:85:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:50:ea:c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:9c:4a:1a:16:a4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
fa:8f:ca:90:bf:84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:11:a0:1c:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:46:67:64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:d8:78:46:2d:e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0:81:7a:9d:c3:34,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
00:25:ca:3d:c5:fd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:19:d1,2.0,2.0,3.0,3.0,2.0,1.0,6.0,5.0
62:ab:4e:d0:31:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:54:af:f5:d2:b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8:b5:ad:af:23:90,36.0,36.0,36.0,33.0,31.0,25.0,89.0,72.0
62:45:b0:87:0c:b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34:08:bc:f3:76:e5,49.0,49.0,49.0,49.0,44.0,3.0,96.0,98.0
b4:5d:50:13:78:71,260.0,260.0,264.0,254.0,195.0,3.0,452.0,524.0
84:41:67:2c:07:ab,60.0,60.0,63.0,56.0,52.0,6.0,114.0,123.0
90:4c:81:8f:33:e1,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
40:e3:d6:54:fe:21,4.0,4.0,6.0,3.0,3.0,0.0,6.0,10.0
00:13:1e:a3:b6:2f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:54:af:a5:f2:0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:76:a1,669.0,669.0,713.0,657.0,522.0,41.0,1220.0,1382.0
98:f4:ab:da:30:37,81.0,81.0,82.0,1.0,1.0,0.0,2.0,163.0
d4:61:9d:35:24:16,3.0,3.0,3.0,3.0,1.0,1.0,5.0,6.0
70:3a:0e:53:47:20,3.0,3.0,3.0,2.0,1.0,0.0,3.0,6.0
48:26:2c:7e:d6:1d,32.0,32.0,33.0,32.0,31.0,1.0,64.0,65.0
10:2b:f0:a8:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:00:01:00:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:64:01,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
40:e3:d6:54:c9:21,44.0,44.0,49.0,43.0,44.0,0.0,87.0,93.0
38:17:c3:82:7d:51,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
ac:a3:1e:58:4c:80,12.0,12.0,18.0,14.0,10.0,2.0,26.0,30.0
10:8f:33:14:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:a9:1c:e6:81:0b,19.0,19.0,21.0,20.0,16.0,4.0,40.0,40.0
38:73:5f:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:b6:e9:24:91:79,16.0,16.0,16.0,12.0,0.0,12.0,24.0,32.0
48:4a:e9:d5:da:30,5.0,5.0,5.0,5.0,4.0,2.0,11.0,10.0
ac:a3:1e:59:d4:70,35.0,35.0,36.0,36.0,33.0,9.0,78.0,71.0
40:e3:d6:54:ba:40,18.0,18.0,19.0,17.0,15.0,11.0,43.0,37.0
48:b8:a3:9d:74:f9,109.0,109.0,112.0,87.0,66.0,3.0,156.0,221.0
00:30:44:40:db:eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:80:06:75:24:73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:6b:e9:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:93:59:51,16.0,16.0,16.0,16.0,16.0,0.0,32.0,32.0
00:04:F3:16:EB:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c:86:b5:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:08:c3:82:d7:93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8c:86:1e:45:1c:76,17.0,17.0,19.0,17.0,12.0,6.0,35.0,36.0
80:8d:b7:7a:71:b0,406.0,406.0,415.0,344.0,307.0,98.0,749.0,821.0
e4:b2:fb:34:0e:e1,13.0,13.0,14.0,10.0,10.0,2.0,22.0,27.0
2a:98:c3:8f:30:38,78.0,78.0,80.0,70.0,63.0,3.0,136.0,158.0
00:c3:82:73:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4:0f:24:37:27:94,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
08:10:47:6d:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:08:80:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:f9:d3:6a:ae:b1,15.0,15.0,18.0,15.0,0.0,3.0,18.0,33.0
a0:c9:a0:b8:74:c5,6.0,6.0,7.0,6.0,3.0,2.0,11.0,13.0
42:76:eb:b4:43:2f,183.0,183.0,189.0,183.0,172.0,3.0,358.0,372.0
33:33:ff:e8:e1:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:72:cf:20,23.0,23.0,23.0,23.0,14.0,6.0,43.0,46.0
12:21:8c:cb:55:3b,19.0,19.0,36.0,19.0,21.0,1.0,41.0,55.0
d4:53:83:7e:e9:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84:49:36:78:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:2d:b7:46:5b:c3,99.0,99.0,106.0,96.0,86.0,2.0,184.0,205.0
88:19:08:df:a1:b9,47.0,47.0,51.0,46.0,40.0,5.0,91.0,98.0
c0:d3:91:ee:46:94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:83:e7:08:14:cf,2.0,2.0,4.0,3.0,0.0,3.0,6.0,6.0
d0:fa:1d:57:bf:e3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8f:08:f1,8.0,8.0,8.0,7.0,7.0,0.0,14.0,16.0
22:ad:56:2a:e9:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32:c8:65:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8:5d:0a:8b:12:14,7.0,7.0,7.0,7.0,7.0,7.0,21.0,14.0
38:17:c3:82:9b:31,21.0,21.0,21.0,21.0,21.0,0.0,42.0,42.0
56:a5:de:32:c7:fd,230.0,230.0,232.0,160.0,224.0,3.0,387.0,462.0
a4:53:0e:f7:6e:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:84:75:61,5.0,5.0,5.0,4.0,3.0,1.0,8.0,10.0
40:e3:d6:54:cb:00,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
f8:a8:98:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0e:62:a6:52:de:bc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:0e:50,3.0,3.0,3.0,2.0,3.0,0.0,5.0,6.0
ac:a3:1e:5a:66:30,11.0,11.0,12.0,12.0,11.0,1.0,24.0,23.0
52:c2:b2:4b:1d:7d,12.0,12.0,12.0,10.0,8.0,3.0,21.0,24.0
14:d0:0d:75:8b:25,5.0,5.0,8.0,5.0,3.0,3.0,11.0,13.0
ba:9f:09:97:2a:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24:01:01:74:84:88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:40:e3:d6:52:8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6c:e8:5c:04:d3:a8,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
