,assoc_req_count,assoc_succ_count,auths_count,deauth1_count,deauth2_count,deauth3_count,deauth_total,assoc_succ + auth
38:f9:d3:bf:c3:05,6.0,6.0,6.0,6.0,4.0,2.0,12.0,12.0
90:e1:7b:a5:74:82,6.0,6.0,6.0,6.0,6.0,5.0,17.0,12.0
2a:d9:77:cb:ba:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:0c:98:a9:7a:aa,32.0,32.0,32.0,28.0,27.0,1.0,56.0,64.0
9e:18:88:fb:a4:c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:50:7e:10,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0
c4:49:bb:76:9b:cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60:6c:03:01:83:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:6c:f1:ab:43:cd,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0
f6:1d:c5:34:62:18,17.0,17.0,27.0,16.0,9.0,3.0,28.0,44.0
c0:a8:58:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:97:c9:a0,69.0,69.0,70.0,64.0,49.0,45.0,158.0,139.0
8c:85:90:bf:cf:98,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
38:00:25:b3:6e:0b,5.0,5.0,5.0,3.0,3.0,0.0,6.0,10.0
40:e3:d6:4f:b6:61,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1e:cc:85:ca:77:ba,31.0,31.0,36.0,33.0,22.0,7.0,62.0,67.0
64:5a:ed:ed:cd:5d,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
40:4d:7f:22:1d:5e,4.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0
ac:a3:1e:58:44:d1,43.0,43.0,43.0,38.0,36.0,0.0,74.0,86.0
ac:a3:1e:5a:cd:31,11.0,11.0,11.0,1.0,1.0,0.0,2.0,22.0
38:17:c3:83:1b:d1,69.0,69.0,78.0,71.0,68.0,4.0,143.0,147.0
38:53:9c:49:fa:5b,49.0,49.0,51.0,50.0,46.0,2.0,98.0,100.0
02:14:6c:16:ed:3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:15:81,3.0,3.0,3.0,3.0,2.0,0.0,5.0,6.0
70:3a:0e:4f:fc:80,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
9e:18:88:fb:a4:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:e4:ee:ca:c4:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:c6:c8:9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50:53:4b:01:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8:c1:11:b0:bc:3d,17.0,17.0,19.0,15.0,0.0,10.0,25.0,36.0
00:25:42:83:14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:9f:ef:78:4e:a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:78:f0:bf:c6:6b,2.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0
14:16:9d:aa:23:0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8b:da:01,12.0,12.0,18.0,14.0,12.0,3.0,29.0,30.0
18:f1:d8:9e:88:cc,41.0,41.0,44.0,39.0,38.0,39.0,116.0,85.0
90:3a:72:46:cd:f8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:be:d1,6.0,6.0,7.0,6.0,6.0,0.0,12.0,13.0
ba:9f:09:61:24:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c:57:3c:8f:0b:71,130.0,130.0,133.0,132.0,126.0,5.0,263.0,263.0
6c:ca:c5:90:c7:8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:09:63:3a:e2:59,27.0,27.0,31.0,25.0,17.0,3.0,45.0,58.0
14:16:9d:a9:bf:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:99:b6:4c:df:6b,60.0,60.0,63.0,57.0,40.0,9.0,106.0,123.0
9c:df:03:9c:fe:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2:ed:db:6c:03:2b,154.0,154.0,155.0,143.0,138.0,6.0,287.0,309.0
90:4c:81:8e:cb:71,32.0,32.0,32.0,32.0,32.0,0.0,64.0,64.0
48:4a:e9:d1:ca:b0,39.0,39.0,40.0,35.0,30.0,2.0,67.0,79.0
70:3c:69:b5:63:9f,375.0,375.0,395.0,167.0,101.0,42.0,310.0,770.0
90:4c:81:ab:b7:d1,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
40:e3:d6:50:5b:b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:51:b1:80,4.0,4.0,4.0,0.0,4.0,0.0,4.0,8.0
bc:83:85:ea:9c:21,32.0,32.0,52.0,13.0,21.0,8.0,42.0,84.0
ac:a3:1e:5a:ca:e0,9.0,9.0,9.0,2.0,2.0,0.0,4.0,18.0
40:e3:d6:52:48:c0,63.0,63.0,64.0,63.0,62.0,61.0,186.0,127.0
12:75:c8:4e:ed:fb,185.0,185.0,194.0,183.0,145.0,11.0,339.0,379.0
a8:62:6c:f9:8e:88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:62:7a:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24:30:c3:82:73:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24:a2:e1:d0:24:b0,64.0,64.0,68.0,56.0,42.0,5.0,103.0,132.0
40:e3:d6:52:90:61,4.0,4.0,6.0,4.0,3.0,1.0,8.0,10.0
c4:49:bb:f2:63:aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96:e2:22:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:5d:50:13:78:21,408.0,408.0,453.0,400.0,334.0,32.0,766.0,861.0
18:7e:b9:3c:0c:85,2.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0
ac:a3:1e:5b:83:b1,17.0,17.0,17.0,20.0,15.0,4.0,39.0,34.0
42:8b:6a:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:2c:91,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
9a:18:98:fb:70:78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:72:95:0e:89:c1,154.0,154.0,155.0,148.0,129.0,9.0,286.0,309.0
c4:49:bb:34:64:5c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:43:10,59.0,59.0,59.0,50.0,45.0,2.0,97.0,118.0
90:4c:81:8b:cc:90,10.0,10.0,13.0,11.0,9.0,1.0,21.0,23.0
70:3a:0e:52:f9:61,7.0,7.0,10.0,7.0,5.0,1.0,13.0,17.0
f8:6f:c1:a1:d4:b8,4.0,4.0,4.0,2.0,4.0,0.0,6.0,8.0
80:cd:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:18:98:fb:70:89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68:ec:c5:89:8c:1c,2.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0
ee:4d:21:b5:e3:04,206.0,205.0,207.0,181.0,188.0,3.0,372.0,412.0
ac:a3:1e:59:b1:f2,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0
84:d4:7e:6f:46:e1,3.0,3.0,3.0,3.0,2.0,0.0,5.0,6.0
00:54:af:70:92:66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:ad:56:3e:8e:0e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:58:53:61,45.0,45.0,50.0,43.0,44.0,0.0,87.0,95.0
40:e3:d6:54:c8:a1,85.0,85.0,86.0,82.0,82.0,0.0,164.0,171.0
e4:ce:8f:30:08:f2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0
3a:b9:7e:85:32:13,57.0,57.0,58.0,53.0,46.0,1.0,100.0,115.0
b4:f7:a1:e3:64:9c,23.0,23.0,23.0,13.0,16.0,1.0,30.0,46.0
9c:8c:d8:72:d5:70,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
ac:a3:1e:5a:57:f0,47.0,47.0,49.0,47.0,46.0,4.0,97.0,96.0
84:a0:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:48:4a:e9:d5:3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:06:c1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
0c:51:01:98:9a:e3,4.0,4.0,4.0,3.0,0.0,1.0,4.0,8.0
22:ad:56:4f:09:f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:54:40:8e:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:2c:bc:b8:0d:71,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
7c:76:35:6e:31:06,4.0,4.0,4.0,0.0,4.0,0.0,4.0,8.0
c0:9a:d0:42:c4:e6,55.0,55.0,60.0,55.0,48.0,8.0,111.0,115.0
38:17:c3:84:8b:b1,60.0,60.0,63.0,58.0,56.0,1.0,115.0,123.0
40:e3:d6:1d:31:c1,316.0,316.0,423.0,309.0,327.0,18.0,654.0,739.0
38:17:c3:82:cc:90,307.0,307.0,348.0,338.0,221.0,239.0,798.0,655.0
c6:1c:ff:35:52:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64:c7:53:c4:04:17,11.0,11.0,11.0,11.0,10.0,1.0,22.0,22.0
c4:49:bb:69:41:f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:d1:91,28.0,28.0,28.0,28.0,27.0,0.0,55.0,56.0
f0:ab:54:13:4b:eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28:10:c3:82:d7:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:7b:81,42.0,42.0,45.0,26.0,17.0,1.0,44.0,87.0
8c:b8:4c:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84:ad:8d:ac:c1:39,14.0,14.0,14.0,14.0,8.0,2.0,24.0,28.0
00:00:00:00:e3:b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:18:88:fb:90:7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:6c:11,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
38:17:c3:84:8a:b0,13.0,13.0,14.0,11.0,11.0,1.0,23.0,27.0
c4:49:bb:0e:bc:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:6d:a0,34.0,34.0,36.0,30.0,30.0,20.0,80.0,70.0
f0:ab:54:0f:a5:c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bc:82:5d:a9:a0:d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:84:c0,39.0,39.0,40.0,38.0,37.0,4.0,79.0,79.0
ac:a3:1e:54:18:a1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
e8:2a:44:ef:ea:65,5.0,5.0,6.0,0.0,4.0,0.0,4.0,11.0
ac:a3:1e:5a:ad:51,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
18:64:72:7f:a8:34,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
b0:ca:68:bb:e2:62,4.0,4.0,4.0,3.0,0.0,3.0,6.0,8.0
64:c7:53:28:f5:2b,14.0,14.0,14.0,10.0,8.0,3.0,21.0,28.0
b8:b2:f8:d1:89:4c,187.0,187.0,201.0,159.0,147.0,21.0,327.0,388.0
26:70:09:61:f7:50,63.0,63.0,63.0,63.0,63.0,63.0,189.0,126.0
22:ad:56:a2:84:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:c8:b0,10.0,10.0,10.0,8.0,10.0,0.0,18.0,20.0
38:17:c3:82:94:90,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0
b6:ec:02:33:04:5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:37:01,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
8a:24:8f:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC:ac:a3:1e:5a:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be:56:95:00:04:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:5c:19:b8:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8e:bb:11,10.0,10.0,10.0,10.0,10.0,0.0,20.0,20.0
54:33:cb:ed:18:48,40.0,40.0,40.0,32.0,37.0,2.0,71.0,80.0
70:3a:0e:50:94:d0,12.0,12.0,12.0,11.0,12.0,0.0,23.0,24.0
ac:a3:1e:5a:a9:11,15.0,15.0,15.0,13.0,9.0,0.0,22.0,30.0
ce:c3:3d:5b:93:53,139.0,139.0,144.0,129.0,91.0,2.0,222.0,283.0
90:4c:81:8f:27:f1,2.0,2.0,3.0,1.0,1.0,0.0,2.0,5.0
88:a4:79:c9:98:06,83.0,83.0,87.0,69.0,72.0,4.0,145.0,170.0
ac:a3:1e:59:b9:20,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0
b8:41:a4:f0:25:3c,7.0,7.0,7.0,6.0,6.0,6.0,18.0,14.0
90:4c:81:8f:10:e0,9.0,9.0,10.0,9.0,8.0,2.0,19.0,19.0
6a:e0:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:d2:44:38:6a:a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:00:06:04:00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:62:a0,4.0,4.0,4.0,4.0,2.0,0.0,6.0,8.0
00:30:44:38:40:a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c6:9f:e3:dd:28:c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:44:c1,9.0,9.0,10.0,9.0,9.0,0.0,18.0,19.0
e4:a4:71:f1:85:6a,2.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0
b0:ae:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34:08:bc:c0:8f:5c,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
0a:a5:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84:ad:8d:a4:05:a9,46.0,46.0,51.0,46.0,28.0,12.0,86.0,97.0
ac:a3:1e:54:1e:41,5.0,5.0,5.0,5.0,2.0,1.0,8.0,10.0
04:00:c3:82:d7:93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2:0a:50:d9:4e:33,26.0,26.0,27.0,23.0,19.0,2.0,44.0,53.0
ac:a3:1e:5a:67:c1,19.0,19.0,20.0,20.0,16.0,1.0,37.0,39.0
f6:55:90:84:bd:c6,51.0,51.0,53.0,46.0,44.0,1.0,91.0,104.0
9c:b6:d0:c8:e3:83,6.0,6.0,8.0,0.0,1.0,0.0,1.0,14.0
70:3a:0e:52:1e:50,8.0,8.0,8.0,7.0,5.0,3.0,15.0,16.0
38:17:c3:89:fa:21,19.0,19.0,19.0,19.0,19.0,0.0,38.0,38.0
f0:ab:54:81:4c:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:85:50,13.0,13.0,13.0,9.0,9.0,1.0,19.0,26.0
ac:88:fd:72:48:f5,79.0,79.0,85.0,80.0,59.0,9.0,148.0,164.0
40:e3:d6:1d:76:20,68.0,68.0,68.0,60.0,56.0,19.0,135.0,136.0
bc:82:5d:ad:6e:3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:45:20:09:d8:3c,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
60:92:17:32:ff:99,5.0,5.0,5.0,3.0,2.0,3.0,8.0,10.0
ac:a3:1e:5a:60:90,51.0,51.0,52.0,36.0,42.0,6.0,84.0,103.0
a0:8c:fd:56:b9:c9,6.0,6.0,12.0,11.0,6.0,5.0,22.0,18.0
a2:e2:25:c9:d1:fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4:b2:39:a0:54:e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:02:34,2.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0
ea:a3:3f:9f:af:13,53.0,53.0,57.0,53.0,39.0,2.0,94.0,110.0
b4:5d:50:13:2d:23,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
94:f6:d6:7d:fc:75,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
f0:51:36:03:e3:fe,8.0,8.0,8.0,7.0,7.0,1.0,15.0,16.0
5e:54:c5:9a:54:50,44.0,44.0,44.0,40.0,40.0,2.0,82.0,88.0
ac:ac:ab:6f:48:c4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:4f:da:d3:2d:29,128.0,128.0,141.0,129.0,105.0,9.0,243.0,269.0
38:17:c3:89:a4:d1,37.0,37.0,37.0,36.0,35.0,0.0,71.0,74.0
08:d2:3e:20:c5:b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:d2:81:ed:52:74,10.0,10.0,10.0,10.0,10.0,10.0,30.0,20.0
20:58:69:4b:ee:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:af:80,11.0,11.0,11.0,11.0,9.0,2.0,22.0,22.0
9c:8c:d8:71:82:11,150.0,150.0,169.0,154.0,146.0,9.0,309.0,319.0
d6:74:84:88:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:52:9b:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:93:4c:e1,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
40:e3:d6:4f:b3:21,3.0,3.0,6.0,4.0,2.0,1.0,7.0,9.0
ac:a3:1e:5a:24:00,6.0,6.0,16.0,7.0,6.0,2.0,15.0,22.0
08:d2:3e:43:9a:b8,14.0,14.0,14.0,13.0,12.0,1.0,26.0,28.0
90:4c:81:8c:37:31,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
dc:ef:ca:d4:8b:d9,32.0,32.0,32.0,31.0,26.0,3.0,60.0,64.0
14:c2:13:45:0e:97,2.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0
e0:33:8e:e0:9d:a0,16.0,16.0,16.0,16.0,14.0,1.0,31.0,32.0
a4:5e:60:f2:4d:33,14.0,14.0,16.0,16.0,13.0,3.0,32.0,30.0
ac:a3:1e:59:bd:61,4.0,4.0,3.0,3.0,3.0,0.0,6.0,7.0
cc:c0:79:94:7f:e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:a5:3e:25:49:d0,9.0,9.0,9.0,9.0,9.0,3.0,21.0,18.0
34:cf:f6:81:56:69,11.0,11.0,11.0,9.0,10.0,0.0,19.0,22.0
8c:83:e1:7b:57:3c,6.0,6.0,7.0,6.0,3.0,3.0,12.0,13.0
00:0a:f5:51:f7:80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c:09:47:9d:e5:f9,87.0,87.0,87.0,85.0,84.0,4.0,173.0,174.0
90:4c:81:8b:e6:50,7.0,7.0,7.0,3.0,4.0,1.0,8.0,14.0
90:4c:81:8b:a0:b0,8.0,8.0,8.0,6.0,7.0,1.0,14.0,16.0
78:61:7c:40:d8:d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:d2:81:dd:1f:39,323.0,323.0,323.0,298.0,280.0,56.0,634.0,646.0
ac:a3:1e:5a:6d:70,31.0,31.0,31.0,26.0,25.0,3.0,54.0,62.0
AC:ac:a3:1e:54:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24:ee:9a:f0:2b:ed,13.0,13.0,13.0,4.0,13.0,0.0,17.0,26.0
f0:ab:54:10:4c:2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:76:10,129.0,129.0,139.0,128.0,106.0,48.0,282.0,268.0
08:11:a5:03:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:80:06:bd:67:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:af:65:54:f1:d7,8.0,8.0,8.0,8.0,7.0,0.0,15.0,16.0
94:b4:0f:2f:c4:e0,90.0,90.0,90.0,85.0,67.0,12.0,164.0,180.0
10:29:59:92:f6:78,24.0,24.0,24.0,21.0,23.0,0.0,44.0,48.0
a8:be:27:56:b1:f3,74.0,74.0,91.0,78.0,61.0,7.0,146.0,165.0
00:00:00:00:bf:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:96:61,142.0,142.0,176.0,135.0,63.0,38.0,236.0,318.0
b4:5d:50:07:8f:31,375.0,375.0,378.0,323.0,212.0,56.0,591.0,753.0
bc:82:5d:b8:ac:d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:47:30,308.0,308.0,323.0,289.0,273.0,40.0,602.0,631.0
c0:b5:d7:03:3a:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:5f:d3:c4:3f:0d,9.0,9.0,13.0,3.0,6.0,1.0,10.0,22.0
0c:32:c3:82:73:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:cd:c1,3.0,3.0,3.0,3.0,1.0,0.0,4.0,6.0
f6:ae:1b:19:44:ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:d5:ad:d1,879.0,879.0,931.0,844.0,546.0,129.0,1519.0,1810.0
06:68:c6:48:70:b9,100.0,100.0,104.0,95.0,89.0,3.0,187.0,204.0
70:3a:0e:53:03:61,11.0,11.0,11.0,10.0,9.0,0.0,19.0,22.0
34:a8:eb:1f:6f:39,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
f4:af:e7:d7:4d:28,27.0,27.0,28.0,18.0,21.0,4.0,43.0,55.0
7e:8c:ec:13:04:4e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec:aa:25:bd:7f:ab,33.0,33.0,31.0,25.0,13.0,12.0,50.0,64.0
ac:a3:1e:5b:91:f1,15.0,15.0,15.0,13.0,14.0,0.0,27.0,30.0
fa:ec:20:b0:0c:64,6.0,6.0,7.0,5.0,5.0,2.0,12.0,13.0
3a:7d:02:57:a9:1f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28:16:ad:77:9e:71,8.0,8.0,8.0,0.0,7.0,0.0,7.0,16.0
92:b1:44:64:ef:e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa:8f:ca:66:9d:ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be:75:36:61:d6:fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:51:36:1c:eb:c5,46.0,46.0,47.0,44.0,39.0,2.0,85.0,93.0
0c:82:c3:84:98:f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58:f3:9c:fb:94:81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3c:22:fb:c3:90:dc,7.0,7.0,7.0,4.0,0.0,0.0,4.0,14.0
06:f6:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:ea:e3:61:f1:c3,91.0,91.0,93.0,77.0,40.0,31.0,148.0,184.0
00:00:b4:00:b3:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:18:98:fb:a4:c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:d9:1a:4e:0c:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6:8d:65:44:01:7d,108.0,108.0,114.0,93.0,76.0,13.0,182.0,222.0
84:ab:1a:d9:41:3a,18.0,18.0,18.0,18.0,16.0,2.0,36.0,36.0
3c:28:6d:fe:2c:7f,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
b4:5d:50:13:32:d2,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
38:17:c3:82:8b:20,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
98:18:88:fb:a4:ad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fc:77:74:53:e4:3b,4.0,4.0,4.0,0.0,4.0,0.0,4.0,8.0
c8:d0:83:6e:24:16,116.0,116.0,118.0,80.0,69.0,9.0,158.0,234.0
70:3a:0e:50:83:d0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
9a:18:98:fb:8f:f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:53:4d:11,53.0,53.0,54.0,16.0,53.0,0.0,69.0,107.0
74:84:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dc:ef:ca:44:10:86,92.0,92.0,96.0,91.0,73.0,6.0,170.0,188.0
ba:d7:af:81:d5:f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:50:31,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
d0:d2:b0:ee:ee:ae,10.0,10.0,10.0,8.0,7.0,8.0,23.0,20.0
5c:e1:76:67:74:6e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:97:30,19.0,19.0,19.0,14.0,15.0,7.0,36.0,38.0
ac:a3:1e:5a:5b:e1,3.0,3.0,4.0,3.0,2.0,1.0,6.0,7.0
8c:57:9b:c5:a4:66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:80:06:fb:c2:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:2d:b7:cd:27:f6,105.0,105.0,112.0,92.0,69.0,9.0,170.0,217.0
33:33:ff:46:99:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:b4:a1,4.0,4.0,4.0,4.0,1.0,0.0,5.0,8.0
64:11:04:38:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec:aa:25:e5:56:2a,240.0,240.0,247.0,221.0,218.0,4.0,443.0,487.0
e6:48:b3:00:1f:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88:d7:f6:77:6f:40,37.0,37.0,37.0,27.0,33.0,1.0,61.0,74.0
a0:56:f3:20:50:dc,150.0,150.0,154.0,148.0,144.0,139.0,431.0,304.0
ac:a3:1e:5a:a6:90,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
40:e3:d6:54:f7:c1,12.0,12.0,16.0,11.0,7.0,2.0,20.0,28.0
bc:98:df:9c:6c:80,46.0,46.0,52.0,45.0,36.0,5.0,86.0,98.0
c6:d8:ab:ab:3a:b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:c5:c0,7.0,7.0,7.0,7.0,7.0,0.0,14.0,14.0
3c:f0:11:cb:59:b2,27.0,27.0,29.0,13.0,13.0,0.0,26.0,56.0
